intron	logef	Ficedula_albicollis	Ficedula_hypoleuca	deltapsi
chrN00001:12873940:12885997:clu_103_+	-0.0884618880834225	0.662243637372464	0.621609400855362	-0.0406342365171017
chrN00001:12877471:12885997:clu_103_+	0.0884618880834225	0.337756362627536	0.378390599144638	0.0406342365171016
chrN00001:12951174:12952599:clu_105_+	0.0583852127778018	0.954134750317757	0.958982247086938	0.00484749676918039
chrN00001:12951174:12952696:clu_105_+	-0.0583852127778018	0.0458652496822427	0.0410177529130623	-0.00484749676918043
chrN00001:14428211:14428683:clu_113_+	-0.381039818314289	0.0664458782867308	0.0321491862149067	-0.0342966920718241
chrN00001:14428211:14428692:clu_113_+	0.381039818314289	0.933554121713269	0.967850813785093	0.0342966920718242
chrN00001:15592652:15593410:clu_122_+	-0.380838976073383	0.466839600848606	0.29017906501221	-0.176660535836396
chrN00001:15593568:15600955:clu_122_+	0.380838976073383	0.533160399151394	0.70982093498779	0.176660535836396
chrN00001:15787930:15797333:clu_123_+	-0.0454706070196417	0.804491927393507	0.789791326686973	-0.0147006007065338
chrN00001:15787942:15797333:clu_123_+	0.0454706070196417	0.195508072606493	0.210208673313027	0.0147006007065338
chrN00001:15797491:15808823:clu_124_+	0.241922427457943	0.323558292607117	0.374111085687607	0.0505527930804909
chrN00001:15808848:15812631:clu_124_+	-0.313563802870947	0.0502291051544858	0.0333241345235765	-0.0169049706309094
chrN00001:15808960:15812631:clu_124_+	0.0955111441092945	0.333723489223124	0.333310661599944	-0.000412827623180123
chrN00001:15816458:15818266:clu_124_+	-0.0238697686962901	0.292489113015274	0.259254118188872	-0.0332349948264015
chrN00001:15820900:15829222:clu_125_+	0.0498497924776857	0.157403569099995	0.126063226233113	-0.0313403428668816
chrN00001:15820900:15829267:clu_125_+	0.341317122975056	0.790053147887039	0.846862306246239	0.0568091583592
chrN00001:15820900:15832429:clu_125_+	-0.391166915452742	0.0525432830129662	0.0270744675206478	-0.0254688154923184
chrN00001:15909926:15910812:clu_126_+	-0.187022775307254	0.63525706222679	0.545075132341122	-0.0901819298856675
chrN00001:15909926:15910815:clu_126_+	0.187022775307254	0.36474293777321	0.454924867658878	0.0901819298856674
chrN00001:15921358:15924026:clu_127_+	-0.536547097767918	0.980592954789796	0.94528906097573	-0.035303893814066
chrN00001:15922028:15924026:clu_127_+	0.536547097767918	0.0194070452102039	0.0547109390242699	0.035303893814066
chrN00001:16052017:16052137:clu_134_+	0.122085236924255	0.141667759655513	0.174029219955297	0.032361460299784
chrN00001:16052017:16052164:clu_134_+	-0.122085236924255	0.858332240344487	0.825970780044703	-0.032361460299784
chrN00001:16052277:16053529:clu_135_+	-0.128657783318569	0.0037613395279044	0.00463833207011929	0.000876992542214887
chrN00001:16052277:16053846:clu_135_+	-0.345243637941462	0.991413369298298	0.98449163242943	-0.0069217368688681
chrN00001:16053565:16053846:clu_135_+	0.473901421260031	0.00482529117379702	0.0108700355004504	0.00604474432665336
chrN00001:16684268:16685912:clu_148_+	0.307526369134019	0.570700324061446	0.710900542443859	0.140200218382413
chrN00001:16686251:16686874:clu_148_+	-0.307526369134019	0.429299675938554	0.289099457556141	-0.140200218382413
chrN00001:16948369:16977642:clu_152_+	0.436286299588029	0.194821682910771	0.287204529233617	0.0923828463228457
chrN00001:16948369:17001860:clu_152_+	-0.0631075029461947	0.147320088407961	0.131805032332521	-0.01551505607544
chrN00001:16948369:17029070:clu_152_+	-0.217613149123556	0.0355634805419308	0.0272629802984481	-0.00830050024348268
chrN00001:16977703:17001860:clu_152_+	-0.109263227052923	0.224529420412382	0.191821861053139	-0.0327075593592435
chrN00001:17001957:17029070:clu_152_+	-0.0463024204653553	0.397765327726955	0.361905597082275	-0.0358597306446795
chrN00001:18354460:18358110:clu_155_+	-0.249744447271363	0.91253201110421	0.863593336491207	-0.0489386746130032
chrN00001:18354530:18358110:clu_155_+	0.249744447271363	0.0874679888957903	0.136406663508793	0.0489386746130031
chrN00001:18358202:18359062:clu_156_+	0.336867241092335	0.0323533722549874	0.0615480072167545	0.0291946349617671
chrN00001:18358202:18359308:clu_156_+	-0.336867241092335	0.967646627745013	0.938451992783246	-0.0291946349617671
chrN00001:18479784:18480329:clu_157_+	0.319416959159657	0.0316952024725761	0.0583844399941348	0.0266892375215587
chrN00001:18479847:18480329:clu_157_+	-0.319416959159657	0.968304797527424	0.941615560005865	-0.0266892375215587
chrN00001:18481864:18486392:clu_158_+	0.240714902584627	0.149918556447832	0.174559478224853	0.0246409217770212
chrN00001:18481864:18486410:clu_158_+	0.13524304678431	0.694409284711626	0.727608422032046	0.0331991373204192
chrN00001:18481864:18486413:clu_158_+	-0.375957949368937	0.155672158840542	0.0978320997431014	-0.0578400590974404
chrN00001:18486531:18491167:clu_159_+	0.0242139378968706	0.172658947769378	0.140333543281753	-0.0323254044876245
chrN00001:18486531:18491170:clu_159_+	-0.507824695509494	0.0377360558738865	0.0180163771472555	-0.019719678726631
chrN00001:18486531:18493300:clu_159_+	0.351429567874756	0.570849037362105	0.643578632310658	0.0727295949485524
chrN00001:18491247:18493300:clu_159_+	0.132181189737867	0.21875595899463	0.198071447260334	-0.0206845117342967
chrN00001:18494015:18496154:clu_160_+	0.0732307736474569	0.57157969741984	0.607009915465528	0.0354302180456878
chrN00001:18494015:18496157:clu_160_+	-0.0732307736474569	0.42842030258016	0.392990084534472	-0.0354302180456879
chrN00001:18502648:18503347:clu_161_+	0.0641477585480586	0.0964921069448541	0.0894245244030889	-0.00706758254176525
chrN00001:18502691:18503347:clu_161_+	0.159231659074426	0.871783738727407	0.888521675306838	0.0167379365794305
